"xhat","level","trend","season"
"1",43.4995416269684,-18.4524933916703,0.0367227937610502,61.9153122248777
"2",-948.295982960287,-18.3464049268558,0.0373881876916791,-929.986966221122
"3",42.1417227087507,-18.2407902267091,0.0380426541821793,60.3444702812776
"4",40.3071677155492,-18.1356550465746,0.0386862428461578,58.4041365192776
"5",37.7389601996612,-18.0310050312977,0.0393190038812663,55.7306462270776
"6",34.4792572158089,-17.9268457158266,0.0399409880578308,52.3661619435776
"7",120.034723016577,-17.8231825258177,0.0405522467075435,137.817353295687
"8",31.2414959130995,-17.7475605081677,0.0408886553716451,48.9481677658956
"9",26.209308784179,-17.6999523557253,0.0409531125087254,43.8683080273956
"10",20.7541570913411,-17.6527884552806,0.0410126898260682,38.3659328567957
"11",14.9628165364755,-17.6060688940174,0.0410674332972907,32.5278179971956
"12",8.92735768397962,-17.5597937127063,0.0411173889002287,26.4460340077856
"13",-1.32521281097756,-17.5139629061954,0.0411626026121846,16.1475874926056
"14",-15.105286440041,-17.4251575706716,0.0416196180902524,2.27825151254034
"15",-24.6856737072775,-17.2558526484705,0.0428444462378874,-7.47266550504496
"16",-30.55960359927,-17.0495663755664,0.0444122707514104,-13.554449494455
"17",178.667634429958,-16.8439302661923,0.0459588190953248,195.465605877055
"18",-192.715682119328,-16.6331530341496,0.047539848586795,-176.130068933765
"19",-26.2067652741815,-16.5311093430146,0.0480626796280973,-9.72371861079496
"20",-30.7969588457241,-16.5434912132613,0.0474828620322246,-14.300950494495
"21",-34.8127790592554,-16.5563145883691,0.0469043712087002,-18.303368842095
"22",-38.1910993178543,-16.569573444474,0.0463272522146282,-21.667853125595
"23",-40.8788536457247,-16.5832617774157,0.0457515494858911,-24.3413434177949
"24",-42.8338734760976,-16.5973736031419,0.0451773068392308,-26.281677179795
"25",-44.0255525797269,-16.6119029581063,0.04460456747437,-27.458254189095
"26",-59.0407053042488,-16.6268438996604,0.0440333739761742,-42.4578947785646
"27",-48.5899290799098,-16.4863381610849,0.0449587903226596,-32.1485497091476
"28",-37.4642566772905,-16.4522189238862,0.0448548113262791,-21.0568925647306
"29",-35.5971957308113,-16.5243693602748,0.0437324321940824,-19.1165588027306
"30",-32.997311246884,-16.5968602896997,0.0426175533463165,-16.4430685105306
